k_ep,k_run,t,NN_flip,NN_policy,mu,sigma,policy,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,eul_x,eul_y,eul_z,flip_flag,impact_flag,Tau,OF_x,OF_y,RREV,d_ceil,F_thrust[N],Mx[Nmm],My[Nmm],Mz[Nmm],M1_pwm,M2_pwm,M3_pwm,M4_pwm,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Volts,Error
0,0,0.222,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.252,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.272,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.284,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.303,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.312,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.352,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.363,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.373,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,0,0.402,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,False,False,0.0,0.0,0.0,0.0,2.1,0.849,0.0,0.0,0.0,46594.0,46594.0,46594.0,46594.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
